query_id	num_pedido_normalizado	relevance	origem_julgamento
QA006	BR112018014357	0	presumido
QA006	BR112022010435	0	presumido
QA006	BR0618947	0	presumido
QA006	BR112022016193	0	presumido
QA006	BR112023019689	0	presumido
QA006	BR112019020827	0	presumido
QA006	BR202020020495	0	presumido
QA006	BR112018005625	0	presumido
QA006	BR112021004906	0	presumido
QA006	BR112020010687	1	julgado
QA006	BR112018068851	0	presumido
QA006	BR112018016098	0	presumido
QA006	BR112019018783	0	presumido
QA006	BR112020001577	0	presumido
QA006	BR102022009313	0	presumido
QA006	BR202021021096	0	presumido
QA006	BR112022012943	0	presumido
QA006	BR102022006731	0	presumido
QA006	BR112022024920	0	presumido
QA006	BR112019007948	0	presumido
QA006	BR112021004700	0	presumido
QA006	BR122022013454	0	presumido
QA006	BR122021004512	0	presumido
QA006	BR202022011100	0	presumido
QA006	BR202022007077	0	presumido
QA006	BR112022008056	0	presumido
QA006	BR112022008342	0	presumido
QA006	BR112016012417	0	presumido
QA006	BR112019005340	0	presumido
QA006	BR112022023818	0	presumido
QA006	BR112016017419	0	presumido
QA006	BR112022009001	0	presumido
QA006	BR112016025164	0	presumido
QA006	BR112022012808	0	presumido
QA006	BR112023000283	0	presumido
QA006	BR112022017210	0	presumido
QA006	BR1105526	0	presumido
QA006	BR112022026699	0	presumido
QA006	BR112022021845	0	presumido
QA006	BR112023021682	0	presumido
QA006	BR112022018657	0	presumido
QA006	BR202019015700	0	presumido
QA006	BR112022021897	0	presumido
QA006	BR102021014173	0	presumido
QA006	BR112013014458	0	presumido
QA006	BR102019023509	0	presumido
QA006	BR112018069923	0	presumido
QA006	BR112018006347	0	presumido
QA006	BR102021014359	0	presumido
QA006	BR102021026609	0	presumido
QA006	BR112019011970	0	presumido
QA006	BR102016029205	0	presumido
QA006	BR0911306	0	presumido
QA006	BR102016003900	0	presumido
QA006	BR102014023779	0	presumido
QA006	BR112019026051	0	presumido
QA006	BR112023020254	0	presumido
QA006	BR112019001514	0	presumido
QA006	BR112019012961	0	presumido
QA006	BR112016025022	0	presumido
QA006	BR112022011041	0	presumido
QA006	BR112016003165	0	presumido
QA006	BR102021002255	0	presumido
QA006	BR112023001932	0	presumido
QA006	BR102021025289	0	presumido
QA006	BR112022010020	0	presumido
QA006	BR102021021043	0	presumido
QA006	BR112022010682	0	presumido
QA006	BR112014021959	0	presumido
QA006	BR112020021641	0	presumido
QA006	BR112020019570	0	presumido
QA006	BR102021015852	0	presumido
QA006	BR112020023949	0	presumido
QA006	BR112022014951	0	presumido
QA006	BR112018000088	0	presumido
QA006	BR112021000060	0	presumido
QA006	BR112021026697	0	presumido
QA006	BR122020017853	0	presumido
QA006	BR112018006382	0	presumido
QA006	BR112023020242	0	presumido
QA006	BR102023004731	0	presumido
QA006	BR112017027385	0	presumido
QA006	BR112015007326	0	presumido
QA006	BR102022017579	0	presumido
QA006	BR102022010405	0	presumido
QA006	BR112021023200	0	presumido
QA006	BR112020020976	0	presumido
QA006	BR112022022815	0	presumido
QA006	BR112023000297	0	presumido
QA006	BR112022010264	0	presumido
QA006	BR112021017703	0	presumido
QA006	BR112017003558	0	presumido
QA006	BR202017016924	0	presumido
QA006	BR112022006482	0	presumido
QA006	BR112022018068	0	presumido
QA006	BR112016021735	0	presumido
QA006	BR112022015632	0	presumido
QA006	BR102023007435	0	presumido
QA006	BR112015024271	0	presumido
QA006	BR112023000264	0	presumido
QA006	BR112017026928	0	presumido
QA006	BR112012002411	0	presumido
QA006	BR112016024959	0	presumido
QA006	BR112015021269	0	presumido
QA006	BR112021022612	0	presumido
QA006	BR112022003157	0	presumido
QA006	BR112023019512	0	presumido
QA006	BR102021014811	0	presumido
QA006	BR112017021823	0	presumido
QA006	BR112023002387	0	presumido
QA006	BR212018000144	0	presumido
QA006	BR112018006040	0	presumido
QA006	BR112022020143	0	presumido
QA006	BR112016023322	0	presumido
QA006	BR112018015973	0	presumido
QA006	BR122021021494	0	presumido
QA006	BR112017025541	0	presumido
QA006	BR112017012429	0	presumido
QA006	BR112023000574	0	presumido
QA006	BR112017010415	0	presumido
QA006	BR112021004133	0	presumido
QA006	BR112020024304	0	presumido
QA006	BR102015018193	0	presumido
QA006	BR0611826	0	presumido
QA006	BR112023002505	0	presumido
QA006	BR102021018902	0	presumido
QA006	BR112017024469	0	presumido
QA006	BR112022021080	0	presumido
QA006	BR202016027239	0	presumido
QA006	BR112023017619	0	presumido
QA006	BR112018071211	0	presumido
QA006	BR112022011738	0	presumido
QA006	BR102022019371	0	presumido
QA006	BR112022020214	0	presumido
QA006	BR112022025705	0	presumido
QA006	BR112013008767	0	presumido
QA006	BR112018014428	0	presumido
QA006	BR112019012699	0	presumido
QA006	BR102021016950	0	presumido
QA006	BR112012019904	0	presumido
QA006	BR112013032380	0	presumido
QA006	BR112016003751	0	presumido
QA006	BR112017020671	0	presumido
QA006	BR112023014825	0	presumido
QA006	BR202021006800	0	presumido
QA006	BR102017022777	0	presumido
QA006	BR112023019158	0	presumido
QA006	BR112021001779	0	presumido
QA006	BR102014032982	0	presumido
QA006	BR112023004203	0	presumido
QA006	BR112022009337	0	presumido
QA006	BR112022018389	0	presumido
QA006	BR112022026598	0	presumido
QA006	BR112022018339	0	presumido
QA006	BR112023004347	0	presumido
QA006	BR112019025132	0	presumido
QA006	BR112016013152	0	presumido
QA006	BR102018005090	0	presumido
QA006	BR112023000040	0	presumido
QA006	BR112021009133	0	presumido
QA006	BR102021017361	0	presumido
QA006	BR112018006315	0	presumido
QA006	BR112022014645	0	presumido
QA006	BR102013020299	0	presumido
QA006	BR112021008686	0	presumido
QA006	BR202018069490	0	presumido
QA006	BR112016020866	0	presumido
QA006	BR102014029486	0	presumido
QA006	BR112020000632	0	presumido
QA006	BR102018075217	0	presumido
QA006	BR112023020867	0	presumido
QA006	BR112022008007	0	presumido
QA006	BR112022008294	0	presumido
QA006	BR112014001600	0	presumido
QA006	BR112022018094	0	presumido
QA006	BR112016026973	0	presumido
QA006	BR112023018065	0	presumido
QA006	BR112022023009	0	presumido
QA006	BR112019027272	0	presumido
QA006	BR112023021346	0	presumido
QA006	BR112021024989	0	presumido
QA006	BR112017013682	0	presumido
QA006	BR112022011244	0	presumido
QA006	BR112022026774	0	presumido
QA006	BR112023018780	0	presumido
QA006	BR112017017712	0	presumido
QA006	BR112022026496	0	presumido
QA006	BR112018076743	0	presumido
QA006	BR112022026596	0	presumido
QA006	BR112022024660	0	presumido
QA006	BR112020025031	0	presumido
QA006	BR202018077249	0	presumido
QA006	BR112022014320	0	presumido
QA006	BR112023019133	0	presumido
QA006	BR102014020518	0	presumido
QA006	BR202021009031	0	presumido
QA006	BR112015000404	0	presumido
QA006	BR112017016340	0	presumido
QA006	BR112022007443	0	presumido
QA006	BR112018014224	0	presumido
QA006	BR112022019245	0	presumido
QA006	BR112023015250	0	presumido
QA006	BR112016026459	0	presumido
QA006	BR102018071112	0	presumido
QA006	BR102018013856	0	presumido
QA006	BR112019013261	0	presumido
QA006	BR102017019797	0	presumido
QA006	BR112022016426	0	presumido
QA006	BR202022013927	0	presumido
QA006	BR112019017674	0	presumido
QA006	BR112022025437	0	presumido
QA006	BR112018001591	0	julgado
QA006	BR112023004525	0	presumido
QA006	BR112022006100	0	presumido
QA006	BR0814394	0	presumido
QA006	BR112017023493	0	presumido
QA006	BR112015026210	0	presumido
QA006	BR122014004140	0	presumido
QA006	BR112022018421	0	presumido
QA006	BR112019017551	0	presumido
QA006	BR112023006162	0	presumido
QA006	BR112023000823	0	presumido
QA006	BR122021023418	0	presumido
QA006	BR112022012691	0	presumido
QA006	BR112023016800	0	presumido
QA006	BR112022007805	0	presumido
QA006	BR112018010053	0	presumido
QA006	BR202023010275	0	presumido
QA006	BR102014027759	0	presumido
QA006	BR0909538	0	presumido
QA006	BR112023001061	0	presumido
QA006	BR102016005879	0	presumido
QA006	BR112022010919	0	presumido
QA006	BR112016010358	0	presumido
QA006	BR122022025997	0	presumido
QA006	BR112015029581	0	presumido
QA006	BR112015004135	0	presumido
QA006	BR112022012612	0	presumido
QA006	BR112022014309	0	presumido
QA006	BR102022010177	0	presumido
QA006	BR112016018576	0	presumido
QA006	BR102021002908	0	presumido
QA006	BR112022013620	0	presumido
QA006	BR112020010232	0	presumido
QA006	BR112017000205	0	presumido
QA006	BR102023006452	0	presumido
QA006	BR112022021854	0	presumido
QA006	BR102020026649	0	presumido
QA006	BR112019022357	0	presumido
QA006	BR102014014297	0	presumido
QA006	BR112022025806	0	presumido
QA006	BR112022026463	0	julgado
QA006	BR102012006421	0	presumido
QA006	BR112013012811	0	presumido
QA006	BR112022014235	0	presumido
QA006	BR122022018622	0	presumido
QA006	BR112019020923	0	presumido
QA006	BR112016024438	0	presumido
QA006	BR112017028194	0	presumido
QA006	BR112022012610	0	presumido
QA006	BR112018072417	0	presumido
QA006	BR112016015971	0	presumido
QA006	BR112017014751	0	presumido
QA006	BR112023019511	0	presumido
QA006	BR112020003714	0	presumido
QA006	BR112023021770	0	presumido
QA006	BR112023002190	0	presumido
QA006	BR112022011008	0	presumido
QA006	BR112022016055	0	presumido
QA006	BR112018007172	0	presumido
QA006	BR112022016556	0	presumido
QA006	BR112023019143	0	presumido
QA006	BR112017013569	0	presumido
QA006	BR112018005015	0	presumido
QA006	BR112019009696	0	presumido
QA006	BR102018011025	0	presumido
QA006	BR102020006557	0	presumido
QA006	BR112022009847	0	presumido
QA006	BR112022011038	0	presumido
QA006	BR112018067767	0	presumido
QA006	BR112023019736	0	presumido
QA006	BR102017016582	0	presumido
QA006	BR112017023774	0	presumido
QA006	BR102016020210	0	presumido
QA006	BR112020015847	0	julgado
QA006	BR112023020811	0	presumido
QA006	BR102021013147	0	presumido
QA006	BR112022008216	0	presumido
QA006	BR112020010518	0	presumido
QA006	BR112023014225	0	presumido
QA006	BR112018075934	0	presumido
QA006	BR102015016458	0	presumido
QA006	BR112022019100	0	presumido
QA006	BR112019020823	0	presumido
QA006	BR112017018340	0	presumido
QA006	BR1013745	0	presumido
QA006	BR112019010304	0	presumido
QA006	BR112019021671	0	presumido
QA006	BR112022013244	0	presumido
QA006	BR112018075552	0	presumido
QA006	BR112018003234	0	presumido
QA006	BR112017018575	0	presumido
QA006	BR112015019634	0	presumido
QA006	BR112022021864	0	presumido
QA006	BR112016029333	0	presumido
QA006	BR112014000688	0	presumido
QA006	BR112022019141	0	presumido
QA006	BR112020008167	0	presumido
QA006	BR102017015092	0	presumido
QA006	BR102021016200	0	presumido
QA006	BR112022009175	0	presumido
QA006	BR102017006718	0	presumido
QA006	BR112017021620	0	presumido
QA006	BR102017001534	0	presumido
QA006	BR102017021241	0	presumido
QA006	BR112023001511	0	julgado
QA006	BR112019000068	0	presumido
QA006	BR112017008423	0	presumido
QA006	BR112022026643	0	presumido
QA006	BR112022015428	0	presumido
QA006	BR112023005214	0	presumido
QA006	BR112023018852	0	presumido
QA006	BR112022026374	0	presumido
QA006	BR112015013615	0	presumido
QA006	BR112022007893	0	presumido
QA006	BR122022016119	0	presumido
QA006	BR112022024238	0	presumido
QA006	BR112013033527	0	presumido
QA006	BR112022023016	0	presumido
QA006	BR112022022639	0	presumido
QA006	BR112022010895	0	presumido
QA006	BR112022007329	0	presumido
QA006	BR112023006276	0	presumido
QA006	BR112023012466	0	presumido
QA006	BR112023003732	0	presumido
QA006	BR202022002027	0	presumido
QA006	BR112022023457	0	presumido
QA006	BR102021010932	0	presumido
QA006	BR112023020971	0	presumido
QA006	BR112018070128	0	presumido
QA006	BR1004003	0	presumido
QA006	BR102014023355	0	presumido
QA006	BR112022026824	0	presumido
QA006	BR202017017795	0	presumido
QA006	BR112022023025	0	presumido
QA006	BR112019016806	0	presumido
QA006	BR112018010070	0	presumido
QA006	BR112022027113	0	presumido
QA006	BR112020010644	0	presumido
QA006	BR112018015320	0	presumido
QA006	BR112018076621	0	presumido
QA006	BR112017009851	0	presumido
QA006	BR112018009028	0	presumido
QA006	BR112020007069	0	presumido
QA006	BR112018073617	0	presumido
QA006	BR112017011456	0	presumido
QA006	BR112023001659	0	presumido
QA006	BR112018015304	0	presumido
QA006	BR112019017432	0	presumido
QA006	BR102018077084	0	presumido
QA006	BR102013007727	0	presumido
QA006	BR112018000747	0	presumido
QA006	BR112022025675	0	presumido
QA006	BR112022009162	0	presumido
QA006	BR112014018841	0	presumido
QA006	BR112015003087	0	presumido
QA006	BR112023005598	0	presumido
QA006	BR112022021396	0	presumido
QA006	BR202022015630	0	presumido
QA006	BR112022008276	0	presumido
QA006	BR112017016512	0	presumido
QA006	BR112023017616	0	presumido
QA006	BR112022007987	0	presumido
QA006	BR112023006272	0	presumido
QA006	BR112023017478	0	presumido
QA006	BR112013028429	0	presumido
QA006	BR112017019953	0	presumido
QA006	BR112022000810	0	presumido
QA006	BR112018069661	0	presumido
QA006	BR112017006018	0	presumido
QA006	BR102013002579	0	presumido
QA006	BR112019006225	0	presumido
QA006	BR112023020486	0	presumido
QA006	BR102022018144	0	presumido
QA006	BR112022012320	0	presumido
QA006	BR112023003940	0	presumido
QA006	BR102022008634	0	presumido
QA006	BR132021020373	0	presumido
QA006	BR112023003884	0	presumido
QA006	BR112019011097	0	presumido
QA006	BR112017025352	0	presumido
QA006	BR112020011357	0	presumido
QA006	BR112023017801	0	presumido
QA006	BR112018076655	0	presumido
QA006	BR102017001325	0	presumido
QA006	BR112018070595	0	presumido
QA006	BR112015020699	0	presumido
QA006	BR112017008885	0	presumido
QA006	BR112015011544	0	presumido
QA006	BR112023000207	0	presumido
QA006	BR112020015012	0	presumido
QA006	BR112017024911	0	presumido
QA006	BR112017012211	0	presumido
QA006	BR102017017509	0	presumido
QA006	BR112015017338	0	presumido
QA006	BR112020005388	0	presumido
QA006	BR112018015868	0	presumido
QA006	BR112022023942	0	presumido
QA006	BR112022007700	0	presumido
QA006	BR112022023703	0	presumido
QA006	BR112021003350	0	presumido
QA006	BR112023000304	0	presumido
QA006	BR112023021962	0	presumido
QA006	BR202022010213	0	presumido
QA006	BR112018008182	0	presumido
QA006	BR202021013915	0	presumido
QA006	BR112021009713	0	presumido
QA006	BR102022008048	0	presumido
QA006	BR102022016919	0	presumido
QA006	BR112017006901	0	presumido
QA006	BR112023021672	0	julgado
QA006	BR112022021402	0	presumido
QA006	BR112018000907	0	presumido
QA006	BR112022024728	0	presumido
QA006	BR112022027076	0	presumido
QA006	BR102023000618	0	presumido
QA006	BR112022010302	0	presumido
QA006	BR112017022424	0	presumido
QA006	BR112022025989	0	presumido
QA006	BR112023020462	0	presumido
QA006	BR202021015276	0	presumido
QA006	BR112017016297	0	presumido
QA006	BR112019007483	0	presumido
QA006	BR0813103	0	presumido
QA006	BR112023016410	0	presumido
QA006	BR112022023244	0	presumido
QA006	BR122023024830	0	presumido
QA006	BR112018014742	0	presumido
QA006	BR112019008040	0	presumido
QA006	BR112016022231	0	presumido
QA006	BR1012077	0	presumido
QA006	BR112023000689	0	presumido
QA006	BR102021009152	0	presumido
QA006	BR112018007107	0	presumido
QA006	BR122017019640	0	presumido
QA006	BR112018076262	0	presumido
QA006	BR102022009612	0	presumido
QA006	BR112022009857	0	presumido
QA006	BR112018005801	0	presumido
QA006	BR102021013714	0	presumido
QA006	BR112019020550	0	presumido
QA006	BR112018003056	0	presumido
QA006	BR112018068883	0	presumido
QA006	BR112016013332	0	presumido
QA006	BR112017025982	0	presumido
QA006	BR112023016404	0	presumido
QA006	BR102017011408	0	presumido
QA006	BR112022021601	0	presumido
QA006	BR112020005503	0	presumido
QA006	BR112022013297	0	presumido
QA006	BR112022023995	0	presumido
QA006	BR202020013596	0	presumido
QA006	BR112022010842	0	presumido
QA006	BR102014020266	0	presumido
QA006	BR112023018313	0	presumido
QA006	BR102022007285	0	presumido
QA006	BR112019001648	0	presumido
QA006	BR112023018092	0	presumido
QA006	BR112020011703	0	presumido
QA006	BR112022020079	0	presumido
QA006	BR122017010763	0	presumido
QA006	BR112017009357	0	presumido
QA006	BR112015009241	0	presumido
QA006	BR112023019764	0	presumido
QA006	BR112019005680	0	presumido
QA006	BR122022020015	0	presumido
QA006	BR112022017298	0	presumido
QA006	BR112023020700	0	presumido
QA006	BR112018016451	0	presumido
QA006	BR112022015740	0	presumido
QA006	BR102022009711	0	presumido
QA006	BR112015000267	0	presumido
QA006	BR102017011990	0	presumido
QA006	BR202017018653	0	julgado
QA006	BR0619840	0	presumido
QA006	BR112023014238	0	presumido
QA006	BR112022007557	0	presumido
QA006	BR102017020810	0	presumido
QA006	BR112023017040	0	presumido
QA006	BR112022016739	0	presumido
QA006	BR112022021721	0	presumido
QA006	BR112022010067	0	presumido
QA006	BR112022014182	0	presumido
QA006	BR112018016666	0	presumido
QA006	BR202021004375	0	presumido
QA006	BR102021014564	0	presumido
QA006	BR112022016181	0	presumido
QA006	BR112022023888	0	presumido
QA006	BR112020008459	0	presumido
QA006	BR202022008848	0	presumido
QA006	BR102022021334	0	presumido
QA006	BR102021013693	0	presumido
QA006	BR202021010924	0	presumido
QA006	BR112015008347	0	presumido
QA006	BR112022020905	0	presumido
QA006	BR112019003993	0	presumido
QA006	BR202017015064	0	presumido
QA006	BR112022014949	0	presumido
QA006	BR112019000307	0	presumido
QA006	BR102021013335	0	presumido
QA006	BR112022015825	0	presumido
QA006	BR112016025287	0	presumido
QA006	BR112020000747	0	presumido
QA006	BR112022010064	0	presumido
QA006	BR112023014598	0	presumido
QA006	BR112022008710	0	presumido
QA006	BR102018070685	0	presumido
QA006	BR112022020563	0	presumido
QA006	BR112022024612	0	presumido
QA006	BR112023004303	0	presumido
QA006	BR102022018856	0	presumido
QA006	BR112014010028	0	presumido
QA006	BR112017000910	0	presumido
QA006	BR102021019838	0	presumido
QA006	BR112022015862	0	presumido
QA006	BR102022020574	0	presumido
QA006	BR112022023047	0	presumido
QA006	BR112023016226	0	presumido
QA006	BR112023002603	0	presumido
QA006	BR112023012932	0	presumido
QA006	BR112017012945	0	presumido
QA006	BR102021000057	0	presumido
QA006	BR112018006058	0	presumido
QA006	BR112023018758	0	presumido
QA006	BR202022005804	0	presumido
QA006	BR112018001173	0	presumido
QA006	BR112021008183	0	presumido
QA006	BR112020006486	0	presumido
QA006	BR112017019812	0	presumido
QA006	BR122020006607	0	presumido
QA006	BR112022023219	0	presumido
QA006	BR112023022260	0	presumido
QA006	BR112020013023	0	presumido
QA006	BR112019022497	0	presumido
QA006	BR102023004868	0	presumido
QA006	BR202022007457	0	presumido
QA006	BR102019007395	0	presumido
QA006	BR112022022484	0	julgado
QA006	BR102021014363	0	presumido
QA006	BR102020026775	0	presumido
QA006	BR102014024155	0	presumido
QA006	BR102021013552	0	presumido
QA006	BR112019026615	0	presumido
QA006	BR112012032317	0	presumido
QA006	BR112016017893	0	presumido
QA006	BR122013020551	0	presumido
QA006	BR112018069095	0	presumido
QA006	BR122020000172	0	presumido
QA006	BR102018071844	0	presumido
QA006	BR112023018145	0	presumido
QA006	BR112020008844	0	presumido
QA006	BR112023019559	0	presumido
QA006	BR112019024688	0	presumido
QA006	BR112022026261	0	presumido
QA006	BR112022008872	0	presumido
QA006	BR112022013969	0	presumido
QA006	BR112017024329	0	presumido
QA006	BR102017015382	0	presumido
QA006	BR202018017320	0	presumido
QA006	BR112017021458	0	presumido
QA006	BR122022015241	0	presumido
QA006	BR102018012662	0	presumido
QA006	BR112022009388	0	presumido
QA006	BR112022006866	0	presumido
QA006	BR112019010705	0	presumido
QA006	BR102016002632	0	presumido
QA006	BR112022016544	0	julgado
QA006	BR102019013472	0	presumido
QA006	BR112018007509	0	presumido
QA006	BR112022022910	0	presumido
QA006	BR112014025989	0	presumido
QA006	BR102022005610	0	presumido
QA006	BR112022011427	0	presumido
QA006	BR102015005067	0	presumido
QA006	BR112022008763	0	presumido
QA006	BR112022022431	0	presumido
QA006	BR112019001545	0	presumido
QA006	BR112020004551	0	presumido
QA006	BR112018006660	0	presumido
QA006	BR112023013908	0	presumido
QA006	BR122023023563	0	presumido
QA006	BR112021010839	0	julgado
QA006	BR112023019339	0	presumido
QA006	BR112018073619	0	presumido
QA006	BR112019004085	0	presumido
QA006	BR112023022284	0	presumido
QA006	BR112016011664	0	presumido
QA006	BR112023021366	0	presumido
QA006	BR112017013244	0	presumido
QA006	BR112022020803	0	presumido
QA006	BR112023001698	0	presumido
QA006	BR112018067370	1	julgado
QA006	BR112023000410	0	presumido
QA006	BR112023004430	0	presumido
QA006	BR102021012721	0	presumido
QA006	BR102022012852	1	julgado
QA006	BR112023021094	0	presumido
QA006	BR112014021148	0	presumido
QA006	BR112014031394	0	presumido
QA006	BR112019018762	0	presumido
QA006	BR112018008785	0	presumido
QA006	BR112012031342	0	presumido
QA006	BR112016009555	0	presumido
QA006	BR112017017026	0	presumido
QA006	BR112022025170	0	presumido
QA006	BR0619595	0	presumido
QA006	BR112023000203	0	presumido
QA006	BR112019008064	0	presumido
QA006	BR112016024641	0	presumido
QA006	BR112022009518	0	presumido
QA006	BR122021000920	0	presumido
QA006	BR202021001275	0	presumido
